"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,8,2176,180
2,26,4878,469
3,32,6033,662
4,43,6204,746
5,47,5529,832
6,29,4673,742
7,31,3728,661
8,12,3239,553
9,19,2521,463
10,18,2088,408
11,22,1710,321
12,13,1433,266
13,13,1083,257
14,8,923,194
15,1,827,162
16,5,657,125
17,8,541,128
18,8,485,96
19,4,423,95
20,7,340,77
21,6,268,58
22,5,281,61
23,3,261,44
24,0,216,42
25,5,157,40
26,2,137,33
27,3,150,24
28,5,158,32
29,3,115,21
30,2,120,17
31,2,85,19
32,1,87,14
33,3,83,17
34,0,69,17
35,1,70,14
36,2,58,12
37,1,58,6
38,1,46,6
39,1,38,7
40,1,53,9
41,0,37,6
42,0,40,2
43,0,33,3
44,0,38,5
45,1,34,6
46,0,32,3
47,0,23,9
48,1,19,2
49,0,29,2
50,4,22,3
51,2,22,1
52,1,10,0
53,0,14,3
54,1,20,2
55,1,13,2
56,3,12,1
57,0,10,1
58,0,11,0
59,0,11,1
60,0,6,1
