"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,4,4107,277
2,24,9190,715
3,25,10456,970
4,29,10076,1107
5,43,8754,1219
6,36,7262,1089
7,38,5841,945
8,43,5114,852
9,26,4105,725
10,21,3334,611
11,23,2846,526
12,15,2335,425
13,17,1836,406
14,24,1615,335
15,29,1557,269
16,20,1231,226
17,12,995,205
18,27,890,148
19,16,800,160
20,17,663,120
21,15,592,109
22,25,553,109
23,15,504,83
24,11,421,80
25,9,370,76
26,13,333,50
27,8,301,49
28,14,298,53
29,19,263,34
30,7,232,30
31,6,199,31
32,8,201,29
33,6,164,31
34,5,153,33
35,9,143,24
36,5,144,19
37,2,149,14
38,3,104,14
39,3,80,15
40,10,95,14
41,8,71,10
42,6,78,7
43,3,73,10
44,5,78,7
45,6,75,10
46,3,56,4
47,4,51,14
48,1,41,8
49,2,54,7
50,4,46,4
51,4,48,1
52,2,24,0
53,3,33,4
54,0,37,3
55,3,29,5
56,1,28,3
57,0,24,2
58,0,28,3
59,1,25,2
60,0,16,2
