"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,17,3188,226
2,121,7036,609
3,159,8300,867
4,79,8269,1005
5,76,7264,1118
6,102,6033,989
7,91,4905,861
8,62,4240,773
9,66,3387,637
10,55,2746,537
11,41,2306,457
12,29,1900,374
13,29,1477,348
14,24,1267,269
15,31,1178,227
16,27,900,183
17,18,743,172
18,20,654,130
19,14,572,135
20,18,467,96
21,19,411,91
22,17,408,89
23,10,356,63
24,14,305,66
25,5,243,63
26,10,222,40
27,14,217,35
28,9,219,43
29,11,176,30
30,8,168,25
31,8,140,25
32,6,134,23
33,6,107,25
34,5,108,23
35,9,99,21
36,7,91,16
37,5,92,8
38,8,76,10
39,5,56,12
40,2,73,11
41,5,47,9
42,1,60,5
43,9,52,8
44,6,57,5
45,2,44,6
46,1,40,3
47,1,38,13
48,3,28,7
49,0,32,3
50,2,37,4
51,3,31,1
52,4,14,0
53,0,22,4
54,3,25,2
55,1,20,4
56,1,19,1
57,0,14,1
58,1,19,2
59,4,18,1
60,1,10,1
