"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,4,3782,262
2,15,8479,683
3,38,9712,938
4,62,9444,1068
5,37,8279,1186
6,26,6836,1066
7,30,5517,913
8,45,4792,827
9,26,3855,697
10,34,3120,580
11,18,2654,510
12,19,2158,405
13,12,1681,382
14,19,1490,309
15,17,1407,255
16,23,1108,210
17,19,898,195
18,21,804,142
19,15,715,145
20,15,580,114
21,13,519,104
22,16,503,102
23,23,447,74
24,19,380,77
25,25,318,72
26,9,287,47
27,9,266,43
28,10,266,47
29,9,234,32
30,13,201,28
31,12,165,30
32,23,161,27
33,9,135,26
34,13,133,28
35,11,125,23
36,6,122,18
37,20,124,14
38,12,84,13
39,17,70,15
40,9,87,11
41,7,62,10
42,11,70,6
43,15,66,9
44,13,69,6
45,7,61,9
46,10,48,4
47,7,47,13
48,4,34,8
49,12,44,7
50,8,42,4
51,6,41,1
52,7,22,0
53,4,28,4
54,5,30,3
55,3,23,6
56,3,21,2
57,4,20,2
58,6,21,2
59,1,22,1
60,4,13,1
