"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,16,3732,256
2,54,8353,676
3,40,9568,929
4,87,9281,1056
5,83,8117,1171
6,85,6748,1059
7,82,5428,906
8,66,4699,819
9,43,3765,690
10,27,3073,574
11,46,2591,498
12,35,2118,401
13,47,1646,378
14,42,1445,307
15,54,1363,254
16,28,1070,201
17,34,873,193
18,36,779,139
19,31,685,143
20,38,551,109
21,34,495,102
22,35,487,102
23,18,433,73
24,14,364,73
25,21,299,71
26,27,268,44
27,20,256,39
28,16,254,47
29,20,222,32
30,15,195,28
31,10,159,30
32,16,158,25
33,17,122,25
34,9,126,25
35,10,113,22
36,7,117,18
37,7,117,14
38,6,85,13
39,7,63,15
40,8,80,11
41,8,53,10
42,6,65,5
43,4,62,9
44,7,66,6
45,9,56,8
46,6,45,4
47,3,43,14
48,3,32,8
49,5,39,5
50,1,39,4
51,3,39,1
52,4,23,0
53,3,30,4
54,2,31,3
55,1,22,4
56,2,21,2
57,1,22,2
58,1,21,2
59,2,21,1
60,6,13,1
