"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,10,2239,184
2,59,5005,473
3,66,6182,668
4,40,6376,758
5,32,5643,842
6,36,4795,759
7,30,3811,664
8,22,3321,568
9,20,2591,473
10,27,2144,410
11,11,1755,329
12,12,1472,276
13,12,1107,262
14,7,947,199
15,3,857,167
16,9,671,126
17,5,543,130
18,4,504,98
19,3,432,96
20,2,350,78
21,3,279,60
22,4,289,62
23,4,266,44
24,4,221,45
25,1,166,41
26,1,140,33
27,1,156,24
28,4,160,32
29,1,116,21
30,4,123,18
31,0,88,19
32,0,90,14
33,2,86,18
34,1,71,18
35,3,72,14
36,0,58,12
37,1,62,6
38,0,46,6
39,1,39,8
40,0,54,9
41,3,38,6
42,1,42,2
43,0,35,3
44,0,38,5
45,1,35,6
46,1,34,3
47,0,24,9
48,0,20,2
49,2,29,2
50,0,22,3
51,3,22,1
52,2,10,0
53,0,15,3
54,1,24,2
55,0,14,2
56,2,12,1
57,1,10,1
58,1,11,0
59,1,12,1
60,2,6,1
