"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,18,3432,232
2,152,7573,638
3,147,8818,893
4,132,8656,1027
5,123,7598,1136
6,89,6286,1011
7,45,5124,885
8,69,4418,789
9,43,3529,658
10,58,2854,555
11,47,2422,472
12,50,1976,385
13,26,1540,359
14,23,1328,281
15,25,1246,231
16,18,962,195
17,18,786,183
18,22,698,134
19,25,606,137
20,13,492,102
21,14,439,97
22,16,440,96
23,15,384,67
24,13,333,67
25,11,264,66
26,12,244,42
27,8,235,37
28,5,231,44
29,12,189,30
30,14,179,26
31,4,149,28
32,10,144,23
33,8,114,25
34,5,118,25
35,4,97,23
36,6,102,17
37,6,100,11
38,1,81,11
39,7,56,14
40,5,75,11
41,4,48,9
42,3,61,5
43,6,56,7
44,7,64,6
45,3,46,6
46,4,44,4
47,4,39,13
48,2,30,8
49,2,36,5
50,3,39,4
51,0,33,1
52,4,16,0
53,2,28,4
54,4,29,2
55,2,21,4
56,4,21,2
57,3,17,1
58,3,22,2
59,4,15,1
60,3,11,1
