"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,6,4507,306
2,35,10178,773
3,53,11527,1021
4,50,10995,1155
5,51,9536,1268
6,42,7872,1128
7,21,6362,984
8,31,5600,891
9,32,4489,760
10,37,3655,648
11,22,3155,564
12,25,2608,458
13,18,2075,422
14,18,1846,355
15,20,1785,285
16,14,1435,244
17,12,1173,220
18,13,1017,161
19,11,935,174
20,7,778,132
21,8,677,121
22,12,648,119
23,6,578,93
24,7,487,85
25,8,443,89
26,5,404,57
27,5,347,56
28,2,348,61
29,2,306,35
30,0,268,36
31,7,231,33
32,6,242,36
33,5,206,35
34,1,181,39
35,3,168,26
36,2,174,22
37,0,171,15
38,0,122,16
39,1,94,16
40,4,109,16
41,2,84,11
42,0,94,10
43,0,92,11
44,0,98,9
45,1,83,12
46,1,63,5
47,2,56,13
48,2,56,9
49,0,65,7
50,1,57,4
51,4,54,1
52,0,36,0
53,1,44,5
54,3,43,3
55,2,36,6
56,3,34,5
57,3,31,3
58,0,33,6
59,5,30,3
60,4,22,2
