"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,1,3877,266
2,29,8642,692
3,31,9898,950
4,32,9628,1080
5,14,8422,1196
6,23,6949,1074
7,18,5611,928
8,19,4891,838
9,18,3929,708
10,13,3182,593
11,13,2712,513
12,10,2221,409
13,4,1724,387
14,12,1534,314
15,6,1449,260
16,6,1140,214
17,7,939,201
18,10,839,142
19,5,738,146
20,1,620,116
21,8,543,107
22,1,519,105
23,3,472,78
24,4,397,78
25,9,329,73
26,4,302,48
27,1,276,47
28,2,285,49
29,4,246,33
30,4,211,28
31,4,181,30
32,4,182,28
33,4,148,27
34,0,139,31
35,3,132,23
36,2,138,18
37,3,134,14
38,4,91,14
39,3,76,15
40,1,90,14
41,5,67,10
42,2,72,7
43,3,71,9
44,4,68,7
45,1,70,10
46,3,49,4
47,2,50,13
48,1,36,8
49,1,45,7
50,3,44,4
51,1,45,1
52,1,25,0
53,1,30,4
54,0,35,3
55,0,28,6
56,1,24,3
57,3,22,2
58,5,28,3
59,2,25,2
60,1,14,2
