"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,8,4332,293
2,54,9761,751
3,63,11085,997
4,43,10616,1134
5,66,9184,1245
6,61,7569,1111
7,61,6118,969
8,55,5383,877
9,45,4323,747
10,35,3524,634
11,26,2997,545
12,39,2489,443
13,33,1966,418
14,33,1723,345
15,26,1672,280
16,28,1348,232
17,15,1096,211
18,14,952,156
19,20,870,167
20,16,725,126
21,19,633,119
22,16,607,115
23,15,551,87
24,11,453,84
25,5,404,86
26,11,373,53
27,14,325,54
28,9,322,56
29,9,283,34
30,12,252,35
31,12,214,32
32,2,225,32
33,4,180,34
34,2,170,36
35,8,155,26
36,7,161,21
37,4,157,15
38,5,116,15
39,2,87,15
40,5,104,14
41,6,77,10
42,4,85,8
43,3,81,11
44,2,90,8
45,1,77,11
46,2,58,5
47,7,51,13
48,5,47,8
49,3,62,7
50,4,52,4
51,2,49,1
52,1,31,0
53,1,40,4
54,2,39,3
55,1,38,6
56,2,29,4
57,3,27,3
58,2,29,4
59,1,24,2
60,1,19,2
