"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,3,4207,283
2,29,9424,725
3,25,10701,981
4,29,10278,1116
5,18,8929,1230
6,17,7388,1097
7,17,5967,960
8,19,5238,864
9,20,4197,736
10,17,3410,621
11,7,2919,533
12,13,2399,435
13,18,1885,410
14,15,1664,341
15,15,1611,271
16,7,1286,227
17,10,1036,209
18,6,922,152
19,5,833,163
20,5,696,122
21,5,618,110
22,5,579,111
23,3,529,87
24,4,441,81
25,4,391,83
26,3,357,52
27,4,313,50
28,5,311,56
29,0,276,34
30,3,246,34
31,5,207,32
32,1,217,31
33,2,175,33
34,1,166,33
35,1,146,25
36,2,152,20
37,1,153,14
38,3,113,15
39,2,85,15
40,1,99,14
41,0,74,10
42,1,82,8
43,1,78,11
44,2,84,7
45,2,78,11
46,1,57,4
47,1,49,14
48,4,45,8
49,4,58,7
50,2,49,4
51,5,49,1
52,3,28,0
53,4,38,4
54,2,38,3
55,2,33,6
56,0,27,3
57,1,27,2
58,5,32,4
59,3,26,2
60,2,18,2
