"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,7,4465,303
2,29,10067,769
3,41,11425,1015
4,31,10897,1148
5,28,9456,1260
6,18,7790,1125
7,32,6308,982
8,28,5548,886
9,25,4459,757
10,20,3634,643
11,17,3125,561
12,16,2575,452
13,12,2049,422
14,12,1821,352
15,9,1764,284
16,11,1417,243
17,16,1159,219
18,11,1009,159
19,5,920,173
20,7,767,130
21,7,668,121
22,1,637,119
23,7,573,93
24,3,477,86
25,7,430,89
26,4,401,57
27,3,342,56
28,2,344,61
29,1,303,34
30,1,266,36
31,2,229,32
32,3,243,36
33,2,206,35
34,1,182,39
35,3,164,26
36,4,171,22
37,2,165,15
38,2,123,15
39,3,94,16
40,2,108,16
41,3,82,11
42,4,95,10
43,1,91,12
44,6,97,8
45,6,84,12
46,4,63,4
47,2,53,14
48,4,51,9
49,1,63,8
50,2,59,4
51,1,52,1
52,4,35,0
53,4,46,5
54,2,42,3
55,5,37,5
56,2,31,5
57,2,28,3
58,0,31,6
59,1,27,3
60,4,21,2
