"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,3,2189,181
2,21,4897,470
3,25,6064,664
4,33,6237,747
5,29,5554,835
6,23,4696,747
7,24,3746,662
8,26,3259,556
9,16,2536,467
10,12,2102,408
11,22,1726,324
12,13,1441,271
13,10,1091,258
14,6,929,194
15,6,837,163
16,1,658,125
17,5,541,128
18,13,487,96
19,4,426,95
20,7,341,77
21,2,268,59
22,0,284,61
23,3,263,44
24,3,216,42
25,2,158,41
26,4,139,33
27,4,154,24
28,3,160,32
29,4,115,21
30,2,119,17
31,0,84,19
32,1,86,14
33,2,83,17
34,1,69,17
35,4,71,14
36,2,58,12
37,1,60,6
38,0,48,6
39,1,37,7
40,2,53,9
41,0,37,6
42,1,40,2
43,1,35,3
44,1,38,5
45,1,33,6
46,0,32,3
47,1,23,9
48,0,20,2
49,0,30,2
50,0,22,3
51,0,22,1
52,1,11,0
53,0,14,3
54,0,21,2
55,1,14,2
56,0,12,1
57,3,10,1
58,2,11,0
59,0,10,1
60,0,6,1
