"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,1,3755,258
2,11,8401,678
3,8,9628,933
4,22,9350,1058
5,46,8185,1175
6,73,6788,1061
7,75,5468,909
8,58,4739,821
9,38,3796,693
10,35,3098,576
11,44,2614,503
12,50,2142,402
13,45,1661,381
14,43,1464,308
15,39,1379,255
16,21,1084,205
17,15,886,194
18,30,794,141
19,22,689,144
20,24,561,111
21,27,508,102
22,41,500,102
23,13,443,74
24,17,374,74
25,22,310,72
26,15,274,44
27,30,264,41
28,14,257,47
29,28,228,32
30,11,200,28
31,12,163,30
32,11,155,26
33,19,130,25
34,15,129,26
35,13,120,22
36,12,119,18
37,8,116,14
38,6,85,13
39,15,71,15
40,15,84,11
41,7,56,10
42,8,67,5
43,5,62,10
44,6,67,7
45,4,57,9
46,5,46,4
47,4,43,13
48,8,32,8
49,5,41,5
50,4,38,4
51,4,39,1
52,5,24,0
53,5,28,4
54,3,30,3
55,3,23,5
56,5,20,2
57,1,21,2
58,3,20,2
59,2,24,1
60,3,14,1
