"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,6,1,221
2,52,2748,579
3,52,6136,832
4,62,7633,986
5,59,7786,1084
6,60,6902,958
7,49,5752,835
8,29,4666,749
9,50,4055,615
10,38,3227,511
11,29,2637,434
12,32,2214,364
13,29,1827,337
14,19,1406,260
15,14,1198,217
16,24,1118,170
17,18,854,169
18,13,698,123
19,17,621,130
20,11,540,93
21,7,436,86
22,13,388,85
23,11,381,62
24,7,339,62
25,5,281,59
26,7,230,38
27,6,206,33
28,3,203,41
29,3,207,27
30,6,163,23
31,7,156,24
32,6,132,20
33,6,124,23
34,8,105,22
35,0,100,19
36,6,82,16
37,5,82,8
38,4,80,9
39,2,67,11
40,4,49,11
41,3,66,7
42,4,40,4
43,3,50,5
44,4,45,6
45,3,53,6
46,3,40,3
47,8,39,11
48,9,36,4
49,4,25,3
50,3,31,4
51,2,30,1
52,3,28,0
53,3,13,3
54,1,22,2
55,3,25,3
56,0,20,1
57,3,18,1
58,6,14,1
59,3,15,1
60,3,14,1
NA,NA,10,NA
