"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,10,4227,286
2,38,9480,731
3,62,10759,981
4,67,10328,1122
5,47,8977,1229
6,31,7420,1100
7,26,5995,960
8,26,5257,866
9,23,4215,739
10,28,3428,622
11,20,2932,532
12,14,2412,436
13,16,1894,412
14,10,1673,342
15,11,1617,271
16,15,1290,229
17,7,1047,209
18,11,919,152
19,8,840,163
20,8,703,122
21,6,621,111
22,8,583,114
23,12,538,87
24,10,446,81
25,5,394,83
26,7,358,52
27,3,317,50
28,0,312,56
29,2,276,34
30,2,245,34
31,2,207,32
32,5,215,31
33,3,175,33
34,3,166,35
35,1,147,25
36,3,155,20
37,3,155,14
38,0,113,15
39,2,86,15
40,3,101,14
41,1,76,10
42,0,82,8
43,3,78,12
44,2,85,7
45,1,77,11
46,1,58,5
47,0,50,13
48,2,44,8
49,1,59,7
50,0,50,4
51,1,49,1
52,2,28,0
53,0,38,4
54,2,38,3
55,3,34,6
56,1,27,3
57,3,28,2
58,4,29,4
59,2,23,2
60,5,18,2
