"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,4,3886,266
2,31,8665,692
3,26,9922,951
4,33,9640,1082
5,29,8433,1196
6,40,6961,1074
7,28,5622,929
8,28,4901,840
9,13,3935,709
10,16,3186,593
11,13,2714,513
12,14,2220,410
13,13,1728,386
14,9,1539,315
15,11,1451,260
16,9,1145,215
17,5,941,200
18,8,839,142
19,7,742,145
20,4,620,116
21,6,544,107
22,9,520,105
23,4,472,78
24,0,396,79
25,7,329,73
26,1,302,49
27,5,281,46
28,2,282,49
29,7,246,33
30,3,215,28
31,1,179,30
32,1,184,28
33,4,148,27
34,2,139,31
35,3,131,23
36,4,135,18
37,3,137,14
38,0,91,14
39,3,77,15
40,2,90,14
41,2,66,10
42,4,73,7
43,5,70,9
44,1,69,6
45,3,69,10
46,2,49,4
47,5,52,13
48,4,36,8
49,1,47,7
50,1,44,4
51,2,46,1
52,1,25,0
53,1,30,4
54,3,34,3
55,1,28,6
56,1,25,3
57,1,22,2
58,0,28,3
59,0,24,2
60,1,14,2
