"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,13,4497,306
2,44,10158,773
3,44,11518,1020
4,46,10990,1154
5,27,9522,1267
6,39,7860,1129
7,41,6356,983
8,42,5589,892
9,23,4481,760
10,30,3651,648
11,16,3150,564
12,21,2605,458
13,24,2078,422
14,14,1841,354
15,12,1776,285
16,14,1430,244
17,15,1172,220
18,10,1017,161
19,10,930,175
20,14,777,132
21,9,679,121
22,10,648,119
23,10,575,93
24,6,483,85
25,6,443,89
26,2,404,57
27,3,344,55
28,1,346,61
29,10,305,34
30,6,267,36
31,5,232,33
32,1,241,36
33,3,206,35
34,2,182,39
35,1,169,26
36,0,173,22
37,3,170,15
38,4,121,16
39,2,95,16
40,0,110,16
41,0,86,12
42,0,94,10
43,1,90,11
44,1,96,9
45,3,86,12
46,2,68,5
47,0,54,14
48,2,51,9
49,4,65,7
50,1,57,4
51,1,54,1
52,2,36,0
53,2,46,5
54,3,45,3
55,3,38,5
56,0,33,5
57,5,29,3
58,4,33,6
59,4,30,3
60,1,22,2
