"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,4,2590,213
2,84,5830,553
3,149,7241,801
4,140,7392,935
5,128,6570,1029
6,128,5496,906
7,80,4425,795
8,87,3832,714
9,102,3042,588
10,69,2514,491
11,51,2073,412
12,52,1703,341
13,49,1321,320
14,28,1132,241
15,27,1041,199
16,41,790,158
17,31,638,154
18,29,588,117
19,35,500,123
20,30,410,90
21,17,358,77
22,11,347,78
23,10,312,60
24,10,259,58
25,9,201,53
26,16,178,37
27,18,184,30
28,8,185,38
29,6,138,27
30,12,142,21
31,7,108,24
32,5,108,18
33,8,95,23
34,8,91,21
35,10,79,16
36,3,70,17
37,6,73,8
38,4,57,7
39,11,40,10
40,3,64,11
41,9,41,7
42,3,45,4
43,2,39,4
44,4,48,6
45,4,39,6
46,2,37,3
47,5,31,10
48,5,21,2
49,2,32,2
50,2,27,3
51,4,27,1
52,1,13,0
53,1,19,3
54,3,24,2
55,1,16,2
56,3,18,1
57,4,12,1
58,2,14,1
59,2,14,1
60,1,8,1
