"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,7,4542,308
2,47,10282,783
3,38,11612,1025
4,57,11082,1161
5,53,9599,1273
6,55,7915,1134
7,54,6405,990
8,39,5634,895
9,30,4512,765
10,33,3685,653
11,44,3173,568
12,28,2623,460
13,23,2094,424
14,18,1854,356
15,29,1799,286
16,21,1449,245
17,10,1181,220
18,19,1033,162
19,16,946,175
20,19,787,132
21,8,685,124
22,10,653,119
23,11,584,94
24,5,488,85
25,8,452,90
26,7,408,58
27,5,349,57
28,7,354,62
29,4,313,35
30,2,269,37
31,2,232,33
32,7,243,36
33,3,210,35
34,8,183,39
35,8,171,26
36,6,174,22
37,4,173,15
38,1,122,16
39,0,95,16
40,0,110,16
41,7,83,11
42,6,94,10
43,2,90,11
44,1,96,9
45,3,84,12
46,1,64,6
47,0,53,13
48,2,52,9
49,1,64,7
50,4,58,4
51,2,55,1
52,0,39,0
53,0,48,5
54,1,45,3
55,1,37,6
56,1,32,5
57,1,31,3
58,1,37,6
59,0,30,3
60,1,22,2
