"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,4,2112,177
2,49,4702,464
3,30,5845,653
4,36,6006,735
5,41,5350,815
6,30,4523,730
7,21,3627,641
8,22,3144,538
9,18,2440,457
10,19,2037,400
11,21,1664,311
12,13,1391,258
13,13,1050,250
14,9,906,183
15,6,805,155
16,7,637,121
17,9,528,126
18,13,467,95
19,4,415,93
20,6,326,74
21,2,259,57
22,3,274,60
23,3,255,42
24,6,209,41
25,2,151,36
26,1,131,33
27,0,145,24
28,3,152,32
29,0,112,21
30,1,114,17
31,2,80,18
32,2,85,14
33,0,77,17
34,1,68,16
35,0,68,13
36,2,58,12
37,1,58,6
38,0,45,6
39,0,35,7
40,0,54,9
41,0,36,6
42,1,38,2
43,0,33,3
44,0,38,4
45,0,33,6
46,1,30,3
47,0,24,9
48,0,18,2
49,0,28,2
50,0,20,3
51,0,21,1
52,0,11,0
53,0,14,3
54,0,21,2
55,1,13,2
56,0,12,1
57,1,10,1
58,0,11,0
59,2,9,1
60,0,6,1
