"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,13,4768,329
2,59,10761,817
3,49,12168,1063
4,61,11581,1190
5,62,10035,1307
6,61,8237,1159
7,57,6690,1018
8,76,5927,928
9,39,4766,790
10,32,3880,675
11,44,3364,582
12,36,2769,476
13,40,2247,439
14,33,1983,365
15,34,1936,302
16,19,1571,253
17,14,1272,226
18,15,1114,174
19,12,1033,184
20,13,859,142
21,6,739,129
22,14,716,120
23,7,632,102
24,8,518,91
25,9,489,92
26,11,445,62
27,4,382,60
28,8,384,67
29,8,336,38
30,1,292,37
31,4,238,40
32,8,265,37
33,7,231,38
34,9,199,41
35,4,189,27
36,9,197,25
37,3,185,16
38,4,137,17
39,3,107,19
40,6,131,19
41,5,95,12
42,5,107,11
43,2,97,15
44,0,103,9
45,1,97,12
46,2,71,8
47,0,62,14
48,3,56,9
49,2,66,8
50,3,63,4
51,0,61,2
52,0,43,0
53,1,47,5
54,3,49,4
55,1,43,6
56,1,37,5
57,2,34,3
58,3,32,6
59,0,30,3
60,0,25,3
