"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,9,2915,223
2,66,6481,589
3,75,7875,842
4,88,7969,997
5,84,7038,1090
6,68,5863,971
7,63,4745,845
8,37,4118,754
9,27,3290,628
10,32,2676,521
11,38,2246,449
12,30,1852,371
13,14,1440,344
14,18,1230,262
15,12,1146,225
16,16,865,179
17,14,718,171
18,8,636,128
19,16,557,132
20,12,453,93
21,10,397,88
22,6,387,89
23,4,348,62
24,5,291,64
25,4,235,61
26,12,211,39
27,10,208,33
28,5,212,41
29,6,169,27
30,2,162,24
31,10,135,24
32,5,127,21
33,8,104,24
34,4,105,23
35,5,88,19
36,2,88,16
37,9,85,8
38,2,68,10
39,1,52,11
40,4,70,11
41,3,43,8
42,4,55,4
43,1,50,6
44,2,52,6
45,4,43,6
46,4,42,3
47,3,38,12
48,5,25,5
49,4,32,3
50,0,33,4
51,4,28,1
52,2,14,0
53,3,23,3
54,2,26,2
55,3,20,3
56,3,18,1
57,2,14,1
58,2,16,2
59,3,15,1
60,2,9,1
