"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,9,4325,292
2,50,9744,750
3,40,11067,994
4,58,10608,1134
5,64,9165,1245
6,63,7562,1110
7,59,6113,968
8,58,5376,875
9,40,4312,746
10,26,3524,633
11,42,2991,545
12,38,2485,443
13,34,1962,417
14,31,1722,344
15,33,1662,280
16,16,1345,232
17,19,1092,211
18,24,951,156
19,17,865,166
20,20,723,126
21,15,633,118
22,16,605,115
23,12,548,87
24,5,455,85
25,13,404,84
26,14,371,52
27,10,325,53
28,13,321,56
29,12,284,34
30,12,251,35
31,2,213,32
32,5,223,32
33,2,179,34
34,8,171,36
35,8,157,26
36,4,157,21
37,5,158,15
38,2,116,15
39,5,88,15
40,6,104,14
41,4,76,10
42,3,87,8
43,2,81,12
44,2,88,7
45,2,77,11
46,7,60,5
47,5,51,13
48,5,47,8
49,4,61,7
50,2,50,4
51,1,48,1
52,2,30,0
53,2,41,4
54,1,41,3
55,2,37,6
56,3,29,4
57,1,27,3
58,1,29,4
59,1,25,2
60,1,20,2
