"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,5,3286,228
2,61,7243,622
3,91,8527,881
4,112,8432,1018
5,88,7426,1129
6,94,6136,1003
7,57,5011,873
8,42,4322,779
9,41,3455,647
10,56,2795,548
11,34,2370,460
12,37,1932,377
13,37,1506,352
14,25,1295,274
15,21,1208,227
16,35,930,186
17,33,767,176
18,11,673,132
19,22,586,136
20,23,487,97
21,12,421,92
22,12,418,92
23,15,361,64
24,16,321,66
25,9,251,65
26,14,230,41
27,10,220,36
28,7,226,43
29,3,185,30
30,11,173,25
31,11,144,26
32,7,137,23
33,3,108,25
34,6,111,24
35,3,97,22
36,3,96,17
37,5,97,10
38,4,77,10
39,7,55,12
40,5,73,11
41,5,48,9
42,3,63,5
43,4,56,7
44,4,57,6
45,5,47,6
46,4,43,4
47,3,40,13
48,4,28,7
49,4,36,4
50,1,40,4
51,2,31,1
52,0,14,0
53,8,26,4
54,7,29,2
55,1,22,4
56,2,18,1
57,1,14,1
58,2,21,2
59,0,14,1
60,2,10,1
