"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,4,2056,172
2,30,4551,460
3,32,5712,652
4,19,5888,726
5,14,5230,810
6,6,4432,723
7,7,3546,637
8,6,3092,532
9,5,2422,454
10,6,2006,400
11,1,1639,309
12,5,1378,258
13,3,1043,247
14,2,894,180
15,0,809,153
16,1,642,121
17,1,525,128
18,1,465,95
19,0,414,93
20,1,326,74
21,0,257,58
22,1,276,61
23,0,259,41
24,2,213,41
25,2,147,36
26,0,131,32
27,1,146,24
28,0,153,32
29,0,113,21
30,2,115,16
31,1,80,17
32,0,83,14
33,2,75,17
34,0,69,16
35,1,68,13
36,1,60,13
37,0,55,6
38,0,44,6
39,1,37,7
40,0,54,9
41,2,36,6
42,0,38,2
43,4,32,3
44,1,37,4
45,2,35,6
46,1,30,3
47,0,24,9
48,0,19,2
49,0,27,2
50,2,20,3
51,0,22,1
52,1,13,0
53,1,14,3
54,1,20,2
55,0,13,2
56,0,13,1
57,0,10,1
58,2,14,0
59,0,10,1
60,3,7,1
