"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,0,2229,184
2,29,4973,472
3,52,6147,665
4,26,6335,754
5,28,5621,840
6,32,4768,757
7,19,3802,662
8,18,3301,564
9,15,2577,470
10,24,2134,408
11,10,1749,327
12,5,1467,275
13,10,1103,259
14,8,938,198
15,6,854,164
16,6,662,126
17,6,545,130
18,1,497,98
19,4,431,95
20,3,348,78
21,5,276,60
22,1,287,61
23,4,265,44
24,1,219,44
25,0,164,41
26,1,140,33
27,1,156,24
28,4,162,32
29,0,114,21
30,1,122,18
31,1,87,19
32,2,92,14
33,1,85,18
34,6,71,18
35,1,72,14
36,1,59,12
37,0,61,6
38,1,46,6
39,0,37,8
40,0,54,9
41,0,39,6
42,1,41,2
43,0,34,3
44,3,38,5
45,3,34,6
46,0,34,3
47,2,26,9
48,0,20,2
49,1,29,2
50,0,22,3
51,1,22,1
52,1,10,0
53,2,15,3
54,0,22,2
55,0,14,2
56,1,12,1
57,1,10,1
58,0,11,0
59,0,11,1
60,1,7,1
