"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,20,3119,225
2,106,6870,604
3,109,8188,859
4,91,8179,1005
5,87,7188,1108
6,68,5963,980
7,49,4858,857
8,64,4204,762
9,37,3357,635
10,34,2727,533
11,40,2288,456
12,32,1882,373
13,34,1465,345
14,28,1260,265
15,23,1167,225
16,18,890,180
17,20,735,172
18,21,646,129
19,23,566,133
20,10,463,95
21,9,405,90
22,22,401,89
23,12,353,62
24,13,298,66
25,12,240,61
26,10,215,40
27,6,214,35
28,10,222,43
29,9,174,27
30,9,170,25
31,8,134,24
32,6,132,23
33,7,105,24
34,6,107,23
35,4,94,20
36,5,91,17
37,2,93,8
38,8,73,10
39,8,55,11
40,4,72,11
41,2,44,9
42,0,58,4
43,4,53,7
44,1,55,5
45,1,41,6
46,3,43,3
47,3,38,13
48,0,27,7
49,3,32,3
50,1,37,4
51,1,29,1
52,0,14,0
53,2,23,4
54,3,29,2
55,1,21,3
56,1,18,1
57,4,15,1
58,1,19,2
59,2,15,1
60,4,10,1
