"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,10,4519,306
2,48,10234,777
3,70,11568,1023
4,48,11054,1159
5,38,9572,1270
6,33,7893,1131
7,52,6390,989
8,39,5617,894
9,30,4501,764
10,29,3675,653
11,34,3162,566
12,26,2618,459
13,18,2082,424
14,27,1857,356
15,20,1792,286
16,27,1440,245
17,12,1179,220
18,16,1021,162
19,12,943,175
20,10,784,132
21,15,679,123
22,10,651,119
23,6,576,94
24,9,486,86
25,9,447,89
26,5,403,58
27,6,346,57
28,9,354,62
29,5,308,35
30,8,269,37
31,7,232,33
32,5,243,36
33,5,210,35
34,1,182,39
35,0,168,26
36,0,174,22
37,7,172,15
38,6,123,16
39,3,94,16
40,1,109,16
41,3,83,11
42,1,93,10
43,1,92,11
44,2,97,8
45,1,83,12
46,4,63,5
47,2,53,14
48,0,52,9
49,0,65,7
50,1,60,4
51,1,52,1
52,1,38,0
53,2,49,5
54,1,48,3
55,0,38,5
56,1,32,5
57,3,31,3
58,0,32,6
59,1,28,3
60,2,22,2
