"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,7,4205,283
2,29,9418,725
3,30,10695,981
4,23,10269,1117
5,20,8926,1230
6,19,7382,1098
7,17,5964,961
8,19,5236,863
9,17,4197,736
10,8,3410,620
11,13,2920,532
12,20,2399,434
13,16,1888,410
14,14,1662,341
15,7,1610,271
16,9,1282,227
17,6,1038,209
18,6,921,152
19,6,835,162
20,5,697,122
21,6,612,110
22,4,579,111
23,3,529,87
24,4,442,81
25,2,389,83
26,4,357,52
27,5,312,51
28,0,309,56
29,3,279,34
30,5,246,34
31,1,205,32
32,3,216,31
33,1,174,33
34,1,166,33
35,2,146,25
36,1,153,20
37,3,155,14
38,2,111,15
39,1,86,15
40,0,98,14
41,2,74,10
42,1,81,8
43,3,78,11
44,2,84,7
45,1,78,11
46,1,57,4
47,4,50,14
48,4,44,8
49,2,55,7
50,6,49,4
51,4,50,1
52,4,28,0
53,2,37,4
54,2,40,3
55,0,31,6
56,1,28,3
57,5,29,2
58,3,31,4
59,2,24,2
60,0,19,2
