"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,15,3411,232
2,118,7530,634
3,146,8787,892
4,138,8626,1026
5,91,7577,1137
6,55,6277,1011
7,76,5117,882
8,55,4409,788
9,61,3507,657
10,54,2846,555
11,59,2410,469
12,26,1975,384
13,26,1529,360
14,28,1325,280
15,21,1244,230
16,23,960,191
17,31,781,180
18,25,696,134
19,16,603,136
20,15,494,101
21,18,436,97
22,15,439,95
23,17,383,66
24,11,332,68
25,11,263,66
26,11,244,43
27,5,229,36
28,13,232,44
29,15,189,30
30,6,178,26
31,10,148,28
32,8,141,23
33,4,112,25
34,4,117,25
35,7,98,23
36,6,102,17
37,1,100,11
38,8,81,11
39,6,57,13
40,4,75,11
41,3,48,9
42,7,61,5
43,7,56,7
44,5,63,5
45,4,47,6
46,3,43,4
47,2,41,14
48,2,29,8
49,4,37,5
50,0,38,4
51,5,32,1
52,2,17,0
53,4,29,4
54,2,28,2
55,4,22,3
56,3,19,2
57,4,19,1
58,4,20,2
59,3,15,1
60,3,13,1
