"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,4,2219,183
2,23,4949,472
3,20,6113,665
4,25,6300,750
5,25,5603,838
6,16,4735,752
7,18,3779,662
8,9,3284,562
9,10,2563,470
10,12,2127,408
11,12,1737,325
12,9,1459,276
13,4,1096,258
14,6,934,196
15,6,850,163
16,2,661,127
17,2,543,130
18,3,495,97
19,6,430,95
20,2,345,78
21,1,274,59
22,2,286,61
23,6,267,44
24,1,219,44
25,5,164,41
26,1,140,33
27,0,157,24
28,0,160,32
29,2,114,21
30,1,122,18
31,0,87,19
32,1,88,14
33,1,84,18
34,1,70,18
35,5,71,14
36,2,58,12
37,0,60,6
38,1,48,6
39,1,37,8
40,2,54,9
41,1,37,6
42,1,39,2
43,1,34,3
44,3,38,5
45,1,33,6
46,1,33,3
47,0,24,9
48,1,20,2
49,0,29,2
50,0,22,3
51,1,23,1
52,0,11,0
53,0,17,3
54,1,22,2
55,2,14,2
56,0,12,1
57,1,11,1
58,0,11,0
59,1,11,1
60,1,6,1
