"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,19,3180,226
2,134,7003,608
3,86,8285,864
4,77,8242,1005
5,114,7250,1116
6,95,6013,988
7,68,4892,861
8,67,4234,771
9,64,3377,637
10,47,2742,536
11,31,2303,456
12,35,1893,374
13,31,1474,347
14,33,1266,269
15,37,1175,225
16,22,898,183
17,25,741,172
18,16,651,130
19,24,570,134
20,18,468,96
21,17,406,90
22,13,406,89
23,14,357,63
24,6,304,66
25,9,240,63
26,18,219,40
27,10,214,36
28,11,219,43
29,8,175,29
30,8,170,25
31,6,139,25
32,6,133,23
33,6,105,25
34,10,112,23
35,10,95,21
36,7,89,16
37,10,92,8
38,9,74,11
39,4,58,11
40,5,72,11
41,4,46,9
42,9,61,4
43,7,52,8
44,4,57,5
45,4,43,6
46,1,40,3
47,3,39,14
48,0,26,7
49,1,32,3
50,3,38,4
51,4,29,1
52,0,14,0
53,3,22,4
54,1,25,2
55,1,21,3
56,0,19,1
57,1,14,1
58,4,22,2
59,1,15,1
60,1,9,1
