"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,6,4339,293
2,50,9781,752
3,75,11115,998
4,67,10635,1138
5,49,9220,1247
6,32,7599,1112
7,35,6132,968
8,50,5399,879
9,39,4333,748
10,37,3532,632
11,39,3012,545
12,24,2485,445
13,22,1979,417
14,33,1739,346
15,24,1682,280
16,26,1356,232
17,15,1096,212
18,20,955,157
19,10,874,168
20,11,731,127
21,15,639,119
22,9,609,116
23,15,551,87
24,10,457,86
25,11,406,87
26,7,373,53
27,3,326,56
28,9,325,56
29,11,282,34
30,9,253,35
31,8,213,32
32,12,228,32
33,10,181,34
34,1,170,36
35,4,154,26
36,2,159,21
37,7,160,15
38,7,121,15
39,4,87,15
40,5,102,14
41,1,77,10
42,4,86,8
43,5,82,12
44,4,92,7
45,2,78,11
46,2,59,5
47,1,50,13
48,1,46,8
49,8,62,7
50,5,53,4
51,3,49,1
52,2,31,0
53,2,40,4
54,2,40,3
55,1,36,6
56,2,29,4
57,1,29,3
58,2,29,4
59,3,25,2
60,1,19,2
