"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,2,4582,312
2,39,10366,789
3,46,11728,1037
4,38,11196,1167
5,43,9699,1280
6,40,7988,1138
7,35,6483,996
8,41,5709,904
9,37,4571,768
10,28,3719,658
11,14,3216,572
12,30,2653,461
13,41,2134,426
14,27,1898,358
15,27,1826,289
16,18,1474,245
17,6,1198,225
18,15,1044,164
19,23,966,177
20,13,807,134
21,14,692,125
22,10,667,120
23,12,593,95
24,11,493,88
25,5,456,91
26,12,416,58
27,5,357,57
28,14,355,63
29,8,322,36
30,10,275,36
31,9,234,35
32,2,248,36
33,6,213,35
34,5,185,39
35,2,173,26
36,5,179,22
37,3,175,15
38,2,128,16
39,2,97,17
40,5,114,16
41,1,85,11
42,5,95,11
43,6,92,12
44,3,99,8
45,1,87,12
46,0,65,6
47,1,54,14
48,0,53,9
49,4,65,7
50,4,59,4
51,2,56,1
52,1,39,0
53,2,47,5
54,1,44,3
55,1,39,5
56,1,34,5
57,1,30,3
58,4,32,6
59,2,29,3
60,0,23,2
