"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,9,2668,218
2,40,5992,569
3,55,7474,822
4,82,7625,974
5,89,6740,1071
6,101,5645,942
7,99,4556,821
8,45,3970,734
9,48,3140,608
10,54,2593,504
11,26,2159,425
12,34,1779,354
13,31,1380,330
14,38,1184,254
15,24,1096,212
16,15,829,168
17,28,670,161
18,29,604,122
19,18,525,129
20,17,429,92
21,23,375,82
22,8,362,82
23,11,328,62
24,14,270,60
25,12,220,57
26,9,191,37
27,17,197,32
28,6,199,40
29,8,153,27
30,7,148,22
31,7,116,24
32,8,117,19
33,7,102,23
34,10,96,21
35,12,80,17
36,6,79,16
37,3,76,8
38,2,62,9
39,4,45,11
40,4,67,11
41,6,40,7
42,7,49,4
43,1,46,5
44,3,51,6
45,8,39,6
46,4,37,3
47,3,34,10
48,5,24,3
49,2,32,3
50,6,30,3
51,2,26,1
52,2,13,0
53,2,20,3
54,5,24,2
55,1,18,3
56,3,17,1
57,2,13,1
58,1,14,1
59,3,14,1
60,2,9,1
