"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,4,2220,183
2,37,4952,472
3,22,6122,665
4,23,6302,751
5,21,5604,838
6,21,4738,753
7,12,3781,663
8,18,3284,562
9,10,2564,470
10,10,2128,408
11,9,1740,325
12,11,1462,276
13,9,1098,258
14,4,933,196
15,5,849,163
16,4,663,127
17,1,543,130
18,2,495,97
19,3,429,95
20,6,347,78
21,1,274,59
22,1,286,61
23,2,263,44
24,6,222,44
25,1,164,41
26,5,140,33
27,2,157,24
28,0,161,32
29,0,114,21
30,2,121,18
31,0,88,19
32,0,88,14
33,1,84,18
34,1,70,18
35,0,71,14
36,5,58,12
37,3,60,6
38,0,46,6
39,1,39,8
40,1,54,9
41,2,37,6
42,1,39,2
43,1,34,3
44,1,38,5
45,3,33,6
46,0,33,3
47,0,24,9
48,0,20,2
49,1,29,2
50,0,22,3
51,0,22,1
52,1,11,0
53,0,16,3
54,0,24,2
55,0,14,2
56,2,12,1
57,0,10,1
58,1,12,0
59,0,11,1
60,1,6,1
