"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,5,4442,301
2,26,10026,768
3,22,11366,1010
4,24,10831,1147
5,32,9401,1254
6,30,7732,1123
7,28,6274,980
8,23,5507,885
9,9,4435,755
10,18,3611,640
11,17,3092,558
12,19,2550,451
13,14,2027,421
14,10,1804,351
15,16,1749,283
16,12,1407,240
17,9,1150,217
18,6,1002,159
19,3,914,171
20,4,758,130
21,5,664,121
22,8,638,118
23,9,574,92
24,3,474,85
25,3,424,88
26,11,398,56
27,4,337,56
28,3,340,60
29,7,302,34
30,7,262,35
31,7,228,33
32,7,241,35
33,1,196,35
34,7,181,38
35,8,166,26
36,8,168,22
37,4,164,15
38,5,122,15
39,5,94,16
40,3,109,15
41,0,80,12
42,5,93,10
43,4,93,11
44,2,94,8
45,5,82,12
46,4,63,5
47,2,51,14
48,0,50,9
49,1,62,7
50,5,56,4
51,1,52,1
52,3,34,0
53,6,46,5
54,0,42,3
55,4,36,5
56,1,31,5
57,4,29,3
58,3,31,5
59,2,30,2
60,1,20,2
