"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,23,2418,196
2,181,5454,515
3,215,6702,721
4,238,6852,840
5,158,6077,927
6,121,5120,835
7,131,4085,728
8,109,3550,627
9,85,2770,524
10,83,2316,451
11,74,1886,367
12,52,1571,309
13,38,1191,287
14,45,1033,218
15,30,935,179
16,29,716,140
17,17,585,142
18,32,537,105
19,20,460,103
20,15,367,83
21,19,302,69
22,18,318,70
23,13,290,54
24,18,237,52
25,13,180,43
26,9,152,35
27,5,171,26
28,8,171,35
29,4,129,23
30,5,125,19
31,7,96,22
32,8,95,15
33,5,90,21
34,4,78,18
35,7,74,16
36,6,65,15
37,2,64,7
38,4,52,7
39,5,39,8
40,3,60,10
41,1,41,7
42,7,42,3
43,1,35,3
44,2,41,5
45,2,36,6
46,2,33,3
47,2,27,10
48,1,21,2
49,3,33,2
50,2,26,3
51,1,22,1
52,1,11,0
53,0,15,3
54,1,24,2
55,1,15,2
56,1,13,1
57,0,10,1
58,0,12,1
59,2,12,1
60,3,7,1
