"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,4,3720,254
2,18,8321,676
3,50,9536,927
4,96,9258,1055
5,104,8099,1171
6,97,6735,1060
7,75,5418,905
8,49,4691,816
9,33,3762,690
10,58,3065,575
11,38,2580,498
12,51,2119,402
13,46,1648,375
14,57,1440,305
15,30,1359,252
16,37,1066,201
17,40,875,191
18,37,775,139
19,42,684,142
20,36,544,108
21,37,493,102
22,18,485,102
23,14,433,73
24,21,363,71
25,29,299,72
26,21,269,43
27,16,256,39
28,20,255,47
29,15,220,32
30,9,193,28
31,17,163,30
32,17,154,25
33,10,120,25
34,11,125,25
35,7,113,22
36,7,116,18
37,6,116,14
38,7,84,13
39,6,63,15
40,8,80,11
41,6,56,10
42,5,63,5
43,5,62,9
44,10,69,7
45,6,53,8
46,3,44,4
47,4,42,14
48,6,31,8
49,1,39,5
50,4,40,4
51,4,42,1
52,3,21,0
53,2,29,4
54,1,30,2
55,2,23,4
56,2,23,2
57,1,21,1
58,3,20,2
59,6,22,1
60,5,13,1
