"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,8,1,221
2,36,2752,579
3,51,6142,833
4,51,7637,986
5,52,7795,1084
6,58,6906,959
7,61,5749,837
8,44,4672,749
9,27,4059,615
10,45,3232,511
11,36,2640,437
12,26,2218,365
13,26,1825,338
14,24,1406,260
15,18,1201,218
16,13,1116,170
17,23,852,169
18,16,701,123
19,12,621,130
20,16,540,93
21,11,440,86
22,7,385,85
23,12,380,62
24,11,342,62
25,7,280,59
26,5,231,38
27,6,207,33
28,7,201,41
29,3,210,27
30,3,163,23
31,4,157,24
32,6,132,20
33,6,122,23
34,5,108,22
35,8,100,19
36,0,83,16
37,6,82,8
38,5,80,9
39,4,67,11
40,2,50,11
41,4,66,7
42,3,40,4
43,4,50,5
44,2,45,6
45,4,52,6
46,3,41,3
47,3,39,12
48,7,35,4
49,9,26,3
50,4,31,4
51,3,30,1
52,2,27,0
53,3,14,3
54,3,22,2
55,1,25,3
56,3,19,1
57,0,19,1
58,3,14,1
59,6,15,1
60,3,14,1
NA,NA,9,NA
