"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,4,3811,263
2,18,8520,685
3,18,9761,941
4,22,9493,1071
5,20,8323,1191
6,28,6878,1068
7,21,5535,921
8,22,4810,833
9,21,3883,701
10,11,3139,582
11,14,2671,511
12,13,2176,407
13,10,1704,381
14,15,1509,310
15,15,1421,256
16,15,1121,211
17,11,914,198
18,13,810,142
19,17,720,145
20,18,595,114
21,17,531,106
22,9,506,102
23,9,457,77
24,3,389,78
25,5,324,71
26,6,288,48
27,12,269,45
28,5,276,47
29,15,238,32
30,7,204,28
31,8,170,30
32,7,168,28
33,5,139,27
34,11,136,29
35,10,126,23
36,17,126,18
37,3,128,14
38,4,89,13
39,5,71,15
40,7,87,12
41,8,64,10
42,9,70,6
43,17,67,9
44,6,72,7
45,9,63,10
46,11,49,3
47,6,47,14
48,16,34,8
49,8,43,8
50,13,43,4
51,8,44,1
52,4,22,0
53,8,27,4
54,15,33,3
55,12,26,5
56,5,24,2
57,10,22,2
58,6,22,2
59,4,24,1
60,7,15,1
