"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,4,3679,251
2,20,8203,669
3,64,9425,922
4,94,9157,1048
5,124,7996,1165
6,98,6642,1050
7,118,5366,899
8,53,4645,814
9,61,3711,684
10,79,3025,568
11,67,2555,495
12,77,2079,398
13,58,1614,374
14,58,1412,297
15,34,1326,244
16,31,1036,200
17,38,844,190
18,44,761,137
19,36,665,139
20,36,534,107
21,27,481,100
22,16,477,101
23,15,419,73
24,21,359,71
25,25,294,71
26,14,262,44
27,15,250,38
28,15,248,46
29,8,207,32
30,6,190,28
31,9,155,30
32,8,151,24
33,12,118,25
34,7,126,25
35,10,107,22
36,7,113,18
37,9,115,14
38,9,83,13
39,3,62,15
40,6,81,11
41,6,52,10
42,1,62,5
43,5,60,9
44,4,67,6
45,3,52,8
46,3,45,4
47,2,41,14
48,2,32,8
49,3,41,5
50,2,40,4
51,3,38,1
52,7,19,0
53,5,29,4
54,0,29,2
55,3,21,4
56,6,21,2
57,1,20,1
58,1,20,2
59,5,18,1
60,1,12,1
