"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,5,3821,264
2,15,8533,685
3,18,9780,942
4,32,9520,1074
5,31,8331,1192
6,17,6894,1069
7,14,5550,924
8,13,4831,834
9,16,3894,703
10,15,3146,585
11,16,2681,510
12,13,2182,406
13,18,1708,382
14,9,1517,311
15,9,1430,258
16,7,1125,211
17,5,920,197
18,7,825,142
19,8,722,145
20,6,606,114
21,5,530,107
22,8,514,103
23,10,461,77
24,12,387,79
25,9,329,72
26,5,287,47
27,5,270,44
28,2,280,48
29,5,241,32
30,3,203,28
31,6,174,30
32,4,173,28
33,9,142,27
34,7,137,31
35,6,127,23
36,4,125,18
37,5,131,14
38,6,86,13
39,6,73,15
40,10,88,13
41,0,64,10
42,2,71,6
43,3,69,10
44,6,69,6
45,7,66,10
46,9,48,4
47,15,50,13
48,4,33,8
49,8,42,7
50,11,43,4
51,6,43,1
52,16,25,0
53,8,28,4
54,11,33,3
55,8,27,6
56,2,23,2
57,8,21,2
58,14,24,3
59,9,23,2
60,5,14,1
