"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,15,2624,214
2,89,5892,559
3,114,7331,811
4,128,7495,955
5,142,6660,1048
6,84,5574,922
7,50,4495,803
8,76,3895,727
9,73,3081,597
10,66,2547,497
11,58,2108,416
12,59,1743,349
13,25,1351,325
14,36,1156,245
15,44,1062,206
16,34,807,163
17,20,650,157
18,22,599,119
19,21,507,127
20,13,417,91
21,18,365,79
22,22,360,80
23,17,324,62
24,14,265,59
25,24,210,54
26,20,185,37
27,12,188,30
28,7,189,40
29,6,147,27
30,7,142,22
31,7,112,24
32,10,112,19
33,11,99,23
34,4,91,21
35,3,78,16
36,12,74,17
37,6,73,8
38,4,60,9
39,7,46,10
40,5,65,11
41,6,43,7
42,2,46,4
43,2,42,4
44,2,50,6
45,9,38,6
46,3,38,3
47,6,32,10
48,3,23,2
49,2,32,3
50,4,27,3
51,3,26,1
52,2,13,0
53,4,19,3
54,4,23,2
55,2,17,2
56,2,17,1
57,2,12,1
58,1,14,1
59,1,15,1
60,3,10,1
