"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,3,3823,264
2,24,8539,687
3,8,9791,944
4,24,9536,1073
5,24,8340,1191
6,12,6895,1069
7,26,5554,924
8,30,4831,834
9,14,3894,703
10,14,3154,584
11,10,2687,511
12,14,2189,407
13,15,1710,382
14,12,1518,312
15,9,1431,258
16,13,1126,211
17,7,919,197
18,9,826,142
19,5,721,145
20,5,607,114
21,4,534,107
22,7,514,103
23,5,462,78
24,5,390,78
25,7,327,72
26,9,294,49
27,10,269,45
28,6,280,48
29,5,239,32
30,4,205,28
31,1,175,30
32,3,172,28
33,3,142,27
34,6,136,31
35,2,126,23
36,11,128,18
37,6,133,14
38,6,89,13
39,4,72,15
40,4,87,13
41,6,63,10
42,6,71,6
43,9,69,9
44,0,70,7
45,2,66,10
46,2,50,4
47,6,48,13
48,7,35,8
49,9,42,7
50,14,43,4
51,4,42,1
52,8,23,0
53,11,28,4
54,5,32,3
55,16,28,6
56,8,25,2
57,11,22,2
58,8,23,3
59,2,23,2
60,8,12,1
