"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,5,4152,282
2,20,9298,718
3,27,10576,976
4,26,10183,1111
5,22,8834,1223
6,22,7327,1090
7,20,5895,952
8,23,5174,861
9,22,4146,731
10,26,3370,617
11,15,2879,529
12,7,2367,426
13,14,1863,408
14,15,1640,338
15,13,1581,271
16,13,1260,228
17,15,1017,206
18,7,909,150
19,8,817,161
20,9,681,120
21,14,597,109
22,7,569,111
23,15,516,85
24,13,433,79
25,10,381,82
26,5,341,52
27,5,306,50
28,1,305,54
29,6,272,34
30,8,242,33
31,7,203,32
32,6,206,31
33,2,173,32
34,6,161,33
35,4,144,24
36,2,152,19
37,3,150,14
38,5,107,15
39,10,87,15
40,3,96,14
41,3,72,10
42,3,83,7
43,5,76,10
44,7,82,8
45,10,77,10
46,4,56,4
47,4,49,13
48,5,42,8
49,3,55,7
50,4,47,4
51,4,49,1
52,2,27,0
53,2,36,4
54,1,37,3
55,2,29,6
56,8,26,3
57,4,27,2
58,2,28,4
59,3,25,2
60,4,19,2
