"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,4,4504,306
2,47,10168,773
3,53,11523,1020
4,51,10991,1156
5,47,9534,1270
6,20,7867,1129
7,34,6357,984
8,37,5596,891
9,39,4484,760
10,22,3655,648
11,27,3152,563
12,15,2604,458
13,20,2077,421
14,22,1847,354
15,14,1779,285
16,11,1433,244
17,15,1173,219
18,12,1018,161
19,9,932,174
20,10,779,132
21,12,675,121
22,9,648,119
23,9,578,93
24,8,484,86
25,6,443,89
26,5,405,56
27,2,345,56
28,3,347,61
29,1,306,34
30,8,266,36
31,6,231,33
32,5,243,36
33,1,205,35
34,3,182,39
35,2,168,26
36,1,175,22
37,0,170,15
38,2,123,16
39,4,94,16
40,2,110,16
41,0,84,11
42,0,95,10
43,0,91,12
44,1,97,8
45,1,83,12
46,2,66,4
47,2,58,13
48,0,52,9
49,2,64,8
50,4,58,4
51,1,54,1
52,1,36,0
53,2,44,5
54,2,43,3
55,3,38,6
56,3,34,5
57,0,30,3
58,5,33,6
59,4,29,3
60,4,22,2
