"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,7,4232,286
2,34,9502,731
3,36,10791,982
4,58,10347,1125
5,49,8992,1231
6,58,7426,1101
7,53,6001,961
8,37,5256,866
9,23,4211,740
10,27,3435,624
11,24,2932,534
12,20,2419,436
13,29,1900,415
14,19,1680,342
15,11,1619,272
16,14,1290,229
17,5,1053,208
18,9,923,152
19,11,844,162
20,5,700,122
21,12,621,113
22,5,581,114
23,6,537,87
24,6,445,81
25,9,397,82
26,12,363,52
27,8,320,50
28,3,314,56
29,7,276,34
30,1,244,34
31,1,207,32
32,3,214,31
33,2,176,33
34,2,167,35
35,3,147,25
36,2,154,20
37,3,154,14
38,1,113,15
39,2,88,15
40,2,101,14
41,0,74,10
42,2,83,8
43,2,80,11
44,1,87,7
45,0,77,11
46,2,58,5
47,2,49,14
48,1,44,8
49,1,59,7
50,0,50,4
51,2,49,1
52,1,29,0
53,0,38,4
54,1,39,3
55,2,33,5
56,0,27,3
57,2,27,2
58,3,30,4
59,1,24,2
60,3,19,2
