"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,8,4793,330
2,52,10843,820
3,57,12253,1068
4,45,11685,1194
5,64,10116,1309
6,58,8320,1164
7,65,6743,1021
8,62,5980,932
9,48,4814,791
10,26,3927,681
11,28,3394,585
12,36,2804,479
13,27,2272,443
14,23,2005,368
15,30,1956,303
16,38,1585,253
17,18,1291,228
18,16,1123,176
19,22,1038,185
20,12,867,142
21,22,751,129
22,12,720,120
23,16,631,104
24,6,525,92
25,4,489,91
26,9,450,62
27,5,388,60
28,8,386,68
29,3,337,38
30,7,293,39
31,7,246,41
32,2,266,37
33,5,232,39
34,8,201,41
35,4,192,28
36,3,200,25
37,7,191,16
38,1,137,17
39,2,106,20
40,4,134,19
41,5,99,12
42,4,109,12
43,4,99,16
44,3,105,9
45,1,93,12
46,3,69,7
47,1,62,14
48,3,56,9
49,2,67,8
50,4,61,4
51,2,60,2
52,0,42,0
53,1,52,5
54,2,50,4
55,1,42,6
56,3,36,5
57,3,36,3
58,3,36,6
59,0,30,3
60,0,26,3
