"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,18,2935,223
2,83,6531,590
3,85,7903,842
4,76,7987,998
5,70,7042,1090
6,71,5867,972
7,61,4750,848
8,53,4119,754
9,37,3298,629
10,18,2680,522
11,32,2246,449
12,36,1854,371
13,28,1442,344
14,13,1229,262
15,19,1147,225
16,12,864,180
17,17,720,171
18,15,632,128
19,9,560,132
20,17,456,93
21,12,399,89
22,9,387,89
23,8,345,62
24,4,294,64
25,5,237,61
26,5,213,39
27,10,207,33
28,11,211,41
29,5,173,27
30,6,162,24
31,2,132,24
32,9,128,22
33,3,107,24
34,8,103,23
35,4,89,20
36,5,88,16
37,2,84,8
38,8,69,10
39,2,53,11
40,1,68,11
41,3,43,9
42,2,52,4
43,4,54,6
44,1,54,6
45,2,41,6
46,4,41,3
47,3,38,13
48,3,26,5
49,5,33,3
50,4,33,4
51,0,29,1
52,4,14,0
53,3,24,4
54,3,25,2
55,1,20,3
56,3,18,1
57,3,14,1
58,2,16,2
59,2,14,1
60,3,10,1
