"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,12,3965,267
2,54,8841,699
3,56,10126,956
4,45,9800,1092
5,50,8561,1201
6,45,7064,1080
7,59,5695,935
8,57,4977,842
9,41,3988,713
10,27,3227,596
11,39,2762,519
12,48,2246,411
13,33,1768,395
14,21,1557,322
15,35,1487,263
16,24,1174,221
17,12,961,200
18,22,860,143
19,17,754,151
20,7,627,116
21,20,555,108
22,12,530,108
23,11,483,80
24,7,401,80
25,7,340,76
26,9,312,48
27,7,284,47
28,7,288,50
29,6,249,33
30,2,219,29
31,1,188,30
32,7,183,28
33,7,153,28
34,3,143,31
35,4,135,23
36,4,136,18
37,5,141,14
38,1,98,14
39,2,78,15
40,3,91,14
41,4,68,10
42,4,74,7
43,6,72,11
44,3,71,7
45,1,70,10
46,2,52,4
47,0,51,14
48,2,38,8
49,2,50,7
50,5,44,4
51,1,46,1
52,1,24,0
53,0,32,4
54,2,34,3
55,1,26,5
56,3,26,3
57,5,22,2
58,4,29,3
59,0,23,2
60,3,16,2
