"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,5,4402,296
2,22,9930,759
3,33,11267,1003
4,33,10731,1143
5,20,9323,1249
6,30,7671,1114
7,43,6202,973
8,36,5463,882
9,24,4404,751
10,33,3569,639
11,16,3061,554
12,20,2527,450
13,19,2001,419
14,23,1767,346
15,20,1722,281
16,22,1383,238
17,17,1128,215
18,11,985,158
19,13,888,171
20,10,752,128
21,10,656,121
22,8,621,118
23,8,560,91
24,15,470,85
25,7,412,88
26,9,384,56
27,9,334,56
28,4,330,58
29,7,291,34
30,3,255,35
31,10,218,32
32,6,231,32
33,5,191,34
34,10,175,36
35,1,159,26
36,6,162,21
37,5,161,15
38,5,119,15
39,4,90,16
40,4,105,14
41,3,79,11
42,6,93,10
43,9,83,11
44,6,94,8
45,9,81,12
46,5,61,5
47,1,51,14
48,2,47,9
49,1,64,7
50,4,55,4
51,4,50,1
52,2,31,0
53,5,41,5
54,0,40,3
55,0,36,5
56,2,32,5
57,2,27,3
58,2,30,4
59,1,28,2
60,1,20,2
