"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,10,4427,302
2,11,9998,765
3,21,11334,1008
4,24,10796,1146
5,33,9379,1251
6,32,7717,1119
7,26,6255,976
8,30,5488,883
9,18,4422,754
10,23,3595,640
11,12,3085,556
12,19,2540,452
13,10,2019,419
14,14,1788,351
15,11,1748,282
16,16,1401,240
17,5,1143,217
18,5,994,159
19,14,907,171
20,11,758,129
21,8,664,121
22,12,633,118
23,10,565,92
24,8,473,86
25,10,429,88
26,2,390,55
27,11,337,56
28,13,335,59
29,9,298,34
30,6,261,35
31,9,225,33
32,5,233,33
33,5,198,35
34,0,176,36
35,6,163,26
36,4,168,22
37,2,163,15
38,4,120,15
39,7,96,16
40,3,108,15
41,1,80,11
42,1,92,10
43,5,89,12
44,3,93,7
45,4,80,12
46,6,64,5
47,0,52,14
48,5,49,9
49,1,63,7
50,4,58,4
51,3,51,1
52,3,35,0
53,1,41,5
54,4,40,3
55,8,36,5
56,2,31,5
57,9,27,3
58,5,31,5
59,0,29,2
60,1,20,2
