"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,5,4453,303
2,25,10049,769
3,18,11400,1012
4,39,10869,1150
5,38,9428,1259
6,32,7765,1125
7,26,6292,981
8,22,5528,886
9,22,4447,756
10,15,3617,641
11,15,3113,558
12,17,2569,452
13,16,2039,423
14,21,1816,351
15,13,1758,284
16,9,1411,242
17,9,1156,217
18,12,1002,159
19,4,916,172
20,8,765,130
21,6,666,121
22,11,635,119
23,5,567,92
24,5,477,86
25,4,430,89
26,1,399,58
27,4,338,56
28,6,343,61
29,4,304,34
30,7,271,35
31,1,227,33
32,2,237,35
33,9,201,35
34,2,181,38
35,2,164,26
36,4,170,22
37,5,164,15
38,3,124,15
39,4,94,16
40,1,110,16
41,6,82,11
42,6,95,10
43,5,91,11
44,2,96,7
45,5,82,12
46,2,62,5
47,2,53,13
48,0,50,9
49,5,63,7
50,4,58,4
51,2,51,1
52,5,35,0
53,3,45,5
54,2,41,3
55,0,36,6
56,1,30,5
57,4,28,3
58,1,31,6
59,3,28,3
60,7,22,2
