"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,9,4040,274
2,63,9055,707
3,50,10341,965
4,46,9960,1099
5,54,8663,1206
6,43,7179,1084
7,56,5777,940
8,50,5050,848
9,55,4047,719
10,30,3283,603
11,36,2811,524
12,28,2300,417
13,28,1814,400
14,33,1598,330
15,32,1525,266
16,37,1203,224
17,25,984,203
18,22,877,144
19,14,773,154
20,25,649,119
21,15,569,109
22,24,545,108
23,11,492,81
24,6,414,80
25,7,357,76
26,9,323,48
27,18,291,48
28,12,296,52
29,16,257,33
30,11,229,30
31,6,195,31
32,10,191,28
33,10,163,29
34,7,149,32
35,5,138,23
36,8,142,18
37,5,143,14
38,4,100,14
39,2,80,15
40,3,93,14
41,3,71,10
42,4,77,7
43,1,75,10
44,1,73,7
45,1,72,10
46,1,54,4
47,0,49,14
48,1,40,8
49,3,53,7
50,2,44,4
51,2,47,1
52,2,25,0
53,0,30,4
54,1,36,3
55,0,29,5
56,3,26,3
57,1,24,2
58,4,29,3
59,2,24,2
60,1,16,2
