"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,1,3796,263
2,20,8500,685
3,37,9736,939
4,37,9471,1069
5,24,8309,1189
6,18,6864,1066
7,25,5525,917
8,14,4805,831
9,24,3870,700
10,26,3133,582
11,24,2665,511
12,15,2172,407
13,16,1694,381
14,27,1499,310
15,22,1416,256
16,23,1116,211
17,10,911,197
18,10,807,142
19,6,724,144
20,10,591,114
21,8,525,105
22,14,507,102
23,10,455,75
24,17,387,79
25,9,320,72
26,9,293,48
27,10,264,44
28,11,269,47
29,16,237,32
30,12,203,28
31,21,170,30
32,6,166,28
33,6,140,27
34,5,135,28
35,7,124,23
36,12,126,18
37,10,124,14
38,15,85,13
39,7,72,15
40,9,86,12
41,11,63,10
42,7,69,6
43,19,65,9
44,9,70,6
45,13,61,10
46,8,49,4
47,4,46,13
48,9,34,8
49,15,43,7
50,13,43,4
51,5,45,1
52,10,24,0
53,7,28,4
54,4,32,3
55,7,27,6
56,7,21,2
57,6,20,2
58,6,21,2
59,4,23,1
60,4,13,1
