"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,8,4776,329
2,55,10794,819
3,74,12204,1064
4,83,11630,1191
5,59,10060,1307
6,42,8276,1160
7,56,6711,1019
8,48,5953,928
9,45,4796,791
10,47,3896,678
11,49,3380,583
12,27,2782,477
13,24,2253,439
14,28,1991,365
15,26,1948,303
16,27,1574,253
17,22,1286,226
18,21,1118,174
19,9,1032,185
20,9,864,142
21,13,742,129
22,6,716,120
23,11,630,102
24,4,519,92
25,11,491,92
26,7,453,63
27,7,382,59
28,8,385,67
29,9,335,38
30,4,294,37
31,5,240,41
32,8,265,37
33,1,230,38
34,2,200,41
35,6,190,28
36,7,200,25
37,8,187,16
38,4,141,17
39,8,106,21
40,3,131,19
41,5,95,12
42,2,106,11
43,6,98,15
44,5,104,8
45,5,94,12
46,2,69,8
47,0,62,14
48,1,59,9
49,2,67,8
50,0,61,4
51,3,61,2
52,3,43,0
53,3,49,5
54,0,48,4
55,0,43,6
56,1,35,5
57,3,36,3
58,1,35,6
59,1,32,3
60,1,25,3
