"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,3,3864,265
2,22,8600,691
3,26,9873,949
4,16,9603,1079
5,15,8399,1194
6,9,6930,1076
7,14,5597,928
8,14,4877,837
9,15,3923,708
10,10,3173,591
11,13,2708,512
12,7,2210,408
13,2,1723,387
14,8,1530,314
15,1,1447,259
16,5,1139,214
17,6,935,200
18,9,835,142
19,3,736,145
20,1,615,116
21,4,545,107
22,8,522,103
23,2,467,78
24,5,396,78
25,6,328,73
26,2,300,49
27,3,278,46
28,3,282,48
29,2,246,33
30,1,210,28
31,6,177,30
32,4,183,28
33,1,145,27
34,4,138,31
35,3,131,23
36,3,135,18
37,5,134,14
38,1,92,14
39,3,75,15
40,2,89,14
41,2,67,10
42,0,71,7
43,1,68,9
44,1,69,7
45,1,69,10
46,2,49,4
47,1,49,14
48,0,36,8
49,2,44,7
50,3,45,4
51,6,46,1
52,2,24,0
53,3,31,4
54,1,34,3
55,0,29,5
56,1,25,3
57,2,22,2
58,3,25,3
59,2,25,2
60,3,14,2
