"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,23,3085,225
2,100,6811,600
3,126,8145,856
4,102,8151,1004
5,60,7165,1104
6,92,5943,978
7,66,4841,854
8,58,4177,763
9,60,3341,634
10,47,2724,527
11,42,2277,453
12,31,1880,374
13,30,1456,344
14,24,1248,264
15,28,1162,225
16,24,885,181
17,26,730,173
18,9,642,129
19,11,566,134
20,23,463,94
21,14,403,90
22,11,394,89
23,12,351,62
24,13,298,65
25,6,240,62
26,13,215,40
27,10,212,35
28,10,220,43
29,10,176,27
30,9,164,24
31,9,133,24
32,6,130,23
33,4,107,24
34,5,109,23
35,3,92,21
36,9,90,16
37,8,92,8
38,3,74,10
39,2,54,11
40,0,70,11
41,5,47,9
42,1,58,4
43,2,50,6
44,4,56,6
45,4,42,6
46,0,40,3
47,3,38,12
48,1,27,7
49,1,33,3
50,2,36,4
51,1,29,1
52,4,18,0
53,1,25,4
54,2,25,2
55,4,21,4
56,1,19,1
57,2,15,1
58,4,19,2
59,4,14,1
60,0,10,1
