"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,5,2111,176
2,27,4690,464
3,51,5837,652
4,43,5993,735
5,36,5331,815
6,41,4518,729
7,19,3614,640
8,23,3138,537
9,25,2436,458
10,16,2032,400
11,20,1656,310
12,13,1388,258
13,14,1050,249
14,11,902,183
15,9,803,153
16,15,637,121
17,3,528,126
18,7,468,95
19,2,413,93
20,5,324,74
21,3,258,57
22,6,274,60
23,1,257,42
24,1,209,41
25,0,149,36
26,3,131,33
27,0,145,24
28,1,152,32
29,2,112,21
30,2,114,17
31,1,80,17
32,1,84,14
33,0,78,17
34,1,68,16
35,1,67,13
36,0,58,12
37,0,58,6
38,0,45,6
39,0,35,7
40,1,54,9
41,0,37,6
42,0,38,2
43,0,32,3
44,1,38,4
45,0,33,6
46,0,30,3
47,0,24,9
48,0,18,2
49,0,28,2
50,0,21,3
51,0,21,1
52,0,11,0
53,1,14,3
54,0,20,2
55,1,13,2
56,0,12,1
57,2,10,1
58,0,11,0
59,0,9,1
60,0,6,1
