"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,2,2198,183
2,12,4923,470
3,26,6084,664
4,24,6263,750
5,17,5571,836
6,20,4708,749
7,12,3766,662
8,12,3266,559
9,14,2552,468
10,12,2116,408
11,9,1731,324
12,6,1452,273
13,5,1094,258
14,9,932,196
15,7,844,163
16,9,657,126
17,3,543,129
18,2,493,97
19,5,428,95
20,3,342,78
21,1,274,59
22,0,285,61
23,3,262,44
24,5,217,43
25,3,160,41
26,6,138,33
27,2,155,24
28,1,160,32
29,1,116,21
30,1,120,17
31,2,85,19
32,1,88,14
33,3,85,18
34,2,70,17
35,5,71,14
36,1,58,12
37,0,59,6
38,0,46,6
39,1,37,8
40,0,53,9
41,2,38,6
42,1,40,2
43,0,35,3
44,1,40,5
45,1,33,6
46,2,32,3
47,1,23,9
48,1,21,2
49,1,30,2
50,1,22,3
51,1,22,1
52,0,10,0
53,1,14,3
54,0,22,2
55,0,15,2
56,0,12,1
57,0,10,1
58,0,11,0
59,0,11,1
60,0,6,1
