"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,1,4200,283
2,17,9406,725
3,17,10680,981
4,13,10263,1118
5,18,8921,1231
6,22,7381,1098
7,25,5956,960
8,19,5237,863
9,9,4194,736
10,15,3408,620
11,22,2918,533
12,15,2400,433
13,15,1884,410
14,5,1664,341
15,13,1603,271
16,8,1281,227
17,6,1036,209
18,7,922,152
19,7,831,162
20,5,695,122
21,7,614,109
22,3,579,111
23,4,529,87
24,3,441,81
25,4,388,83
26,5,358,52
27,2,311,51
28,3,311,56
29,5,279,34
30,1,245,34
31,3,206,32
32,1,213,31
33,1,174,33
34,2,164,33
35,1,149,25
36,2,153,20
37,3,153,14
38,2,113,15
39,0,85,15
40,2,99,14
41,1,73,10
42,3,82,8
43,3,76,10
44,1,84,7
45,1,78,11
46,4,58,4
47,5,49,14
48,2,44,8
49,6,56,7
50,3,49,4
51,4,49,1
52,2,28,0
53,2,39,4
54,0,38,3
55,2,31,5
56,5,29,3
57,4,28,2
58,2,29,4
59,0,25,2
60,4,19,2
