"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,2,4195,283
2,18,9391,725
3,32,10667,981
4,26,10247,1117
5,13,8920,1228
6,24,7379,1097
7,23,5952,959
8,20,5229,864
9,15,4190,736
10,9,3406,619
11,16,2913,533
12,11,2395,434
13,7,1883,408
14,9,1661,341
15,9,1601,271
16,5,1279,227
17,7,1036,208
18,5,920,152
19,3,831,162
20,5,693,122
21,6,609,109
22,5,580,111
23,3,528,87
24,4,441,81
25,8,390,82
26,2,357,52
27,3,313,51
28,2,308,55
29,1,275,34
30,2,244,34
31,1,204,32
32,3,213,31
33,2,175,33
34,2,166,33
35,1,148,25
36,2,152,20
37,1,151,14
38,4,111,15
39,3,85,15
40,1,99,14
41,1,72,10
42,5,83,8
43,5,76,11
44,2,84,7
45,6,78,11
46,4,56,4
47,4,50,13
48,2,44,8
49,2,57,7
50,0,48,4
51,2,50,1
52,5,31,0
53,3,37,4
54,2,38,3
55,0,30,6
56,5,27,3
57,3,27,2
58,0,30,4
59,3,23,2
60,4,18,2
